"st","sample_id","name","clonal_complex"
1,13053,"ERX1666350","CC1"
1,13166,"ERX1666487","CC1"
1,13202,"ERX1666528","CC1"
1,13218,"ERX1666544","CC1"
1,13221,"ERX1666547","CC1"
1,13228,"ERX1666556","CC1"
1,13233,"ERX1666562","CC1"
1,13236,"ERX1666566","CC1"
1,13240,"ERX1666570","CC1"
1,13254,"ERX1666584","CC1"
1,13292,"ERX1666626","CC1"
1,13293,"ERX1666627","CC1"
1,13434,"ERX1711202","CC1"
1,13487,"ERX1711282","CC1"
1,13500,"ERX1711301","CC1"
1,13503,"ERX1711304","CC1"
1,13527,"ERX1711350","CC1"
1,13697,"ERX1785573","CC1"
1,13700,"ERX1785581","CC1"
1,13772,"ERX1785669","CC1"
1,13791,"ERX1785703","CC1"
1,13843,"ERX1793796","CC1"
1,13891,"ERX1793861","CC1"
1,13961,"ERX1793934","CC1"
1,13962,"ERX1793935","CC1"
1,13963,"ERX1793936","CC1"
1,13964,"ERX1793937","CC1"
1,13966,"ERX1793940","CC1"
1,13968,"ERX1793942","CC1"
1,13971,"ERX1793946","CC1"
1,13977,"ERX1793952","CC1"
1,14062,"ERX1830557","CC1"
1,14064,"ERX1830559","CC1"
1,14118,"ERX1830618","CC1"
1,14119,"ERX1830619","CC1"
1,14230,"ERX1859632","CC1"
1,14249,"ERX1859651","CC1"
1,14303,"ERX1864103","CC1"
1,14353,"ERX187654","CC1"
1,15060,"ERX376443","CC1"
1,15196,"ERX385346","CC1"
1,15517,"ERX492464","CC1"
1,15566,"ERX505165","CC1"
1,15589,"ERX505211","CC1"
1,15614,"ERX505288","CC1"
1,15677,"ERX505907","CC1"
1,15737,"ERX506026","CC1"
1,15816,"ERX506157","CC1"
1,15860,"ERX506256","CC1"
1,15907,"ERX513460","CC1"
1,15930,"ERX513518","CC1"
1,16003,"ERX513710","CC1"
1,16040,"ERX513767","CC1"
1,16109,"ERX594396","CC1"
1,16110,"ERX594397","CC1"
1,16111,"ERX594402","CC1"
1,16112,"ERX594403","CC1"
1,16125,"ERX646249","CC1"
1,16212,"ERX652655","CC1"
1,16248,"ERX658838","CC1"
1,16264,"ERX658871","CC1"
1,16291,"ERX658905","CC1"
1,16311,"ERX658968","CC1"
1,16390,"ERX659152","CC1"
1,16444,"ERX659262","CC1"
1,16492,"ERX659369","CC1"
1,16525,"ERX675040","CC1"
1,16573,"ERX680767","CC1"
1,16576,"ERX680773","CC1"
1,16632,"ERX680875","CC1"
1,16660,"ERX680955","CC1"
1,16667,"ERX680985","CC1"
1,16722,"ERX681167","CC1"
1,16725,"ERX681175","CC1"
1,16742,"ERX681203","CC1"
1,16750,"ERX681217","CC1"
1,16788,"ERX681308","CC1"
1,16836,"ERX686684","CC1"
1,16848,"ERX686717","CC1"
1,16945,"ERX717769","CC1"
1,16957,"ERX717814","CC1"
1,16964,"ERX717826","CC1"
1,16968,"ERX717832","CC1"
1,16981,"ERX717909","CC1"
1,17026,"ERX770632","CC1"
1,17102,"ERX807484","CC1"
1,17158,"ERX807582","CC1"
1,17163,"ERX807590","CC1"
1,17175,"ERX910754","CC1"
1,17240,"ERX949993","CC1"
1,17242,"ERX950002","CC1"
1,17243,"ERX950003","CC1"
1,17255,"ERX950048","CC1"
1,17270,"ERX950104","CC1"
1,17283,"ERX950132","CC1"
1,17291,"ERX956356","CC1"
1,17292,"ERX956364","CC1"
1,17409,"ERX956809","CC1"
1,17806,"SRX2219495","CC1"
1,17811,"SRX2219549","CC1"
1,18232,"SRX658897","CC1"
1,18234,"SRX658907","CC1"
1,18235,"SRX658909","CC1"
1,18260,"SRX658978","CC1"
1,18622,"ERX492443","CC1"
1,18743,"ERX514119","CC1"
1,18771,"ERX646337","CC1"
1,18798,"ERX658789","CC1"
1,18946,"ERX680903","CC1"
1,19011,"ERX686896","CC1"
1,19023,"ERX694925","CC1"
1,19040,"ERX717788","CC1"
1,19108,"ERX949987","CC1"
1,19114,"ERX956366","CC1"
1,19126,"ERX956464","CC1"
1,19473,"ERX657955","CC1"
1,19587,"ERX1222294","CC1"
1,19617,"ERX1222263","CC1"
1,19681,"ERX359335","CC1"
1,19697,"ERX926381","CC1"
1,19754,"ERX926288","CC1"
1,19765,"ERX926383","CC1"
1,19770,"ERX926286","CC1"
1,19840,"ERX1666435","CC1"
1,19851,"ERX1666450","CC1"
1,19893,"ERX1662788","CC1"
1,19913,"ERX1662810","CC1"
1,20033,"ERX1666327","CC1"
1,20073,"ERX212159","CC1"
1,20098,"ERX187533","CC1"
1,20109,"ERX187564","CC1"
1,20118,"ERX187478","CC1"
1,20123,"ERX187527","CC1"
1,20159,"ERX187565","CC1"
1,20163,"ERX187668","CC1"
1,20404,"ERX506227","CC1"
1,20413,"ERX506007","CC1"
1,20418,"ERX506188","CC1"
1,20439,"ERX506017","CC1"
1,20456,"ERX506083","CC1"
1,20464,"ERX506185","CC1"
1,20694,"ERX094876","CC1"
1,20701,"ERX094639","CC1"
1,20775,"ERX094869","CC1"
1,20852,"ERX178840","CC1"
1,20854,"ERX178832","CC1"
1,21021,"ERX1114480","CC1"
1,21044,"ERX1114516","CC1"
1,21046,"ERX1114449","CC1"
1,21047,"ERX1114446","CC1"
1,21057,"ERX085494","CC1"
1,21106,"ERX085486","CC1"
1,21117,"ERX085490","CC1"
1,21171,"ERX085478","CC1"
1,21178,"ERX085491","CC1"
1,21301,"ERX551207","CC1"
1,21879,"ERX1048151","CC1"
1,21881,"ERX1048240","CC1"
1,21888,"ERX1043685","CC1"
1,21934,"ERX556659","CC1"
1,21937,"ERX556799","CC1"
1,21973,"ERX1150064","CC1"
1,21987,"ERX1150087","CC1"
1,21989,"ERX1150197","CC1"
1,21991,"ERX1150000","CC1"
1,21993,"ERX1150113","CC1"
1,22073,"ERX1150001","CC1"
1,22081,"ERX1150218","CC1"
1,22120,"ERX1150187","CC1"
1,22134,"ERX1150074","CC1"
1,22150,"ERX1150157","CC1"
1,22176,"ERX1150127","CC1"
1,22201,"ERX980219","CC1"
1,22270,"ERX980258","CC1"
1,22283,"ERX980169","CC1"
1,22285,"ERX980323","CC1"
1,22413,"SRX031534","CC1"
1,22415,"SRX031458","CC1"
1,22549,"SRX659012","CC1"
1,22675,"ERX197835","CC1"
1,22699,"ERX1972104","CC1"
1,22715,"ERX1971974","CC1"
1,22724,"ERX1972206","CC1"
1,22787,"ERX1972068","CC1"
1,22830,"ERX1972132","CC1"
1,22851,"ERX1972191","CC1"
1,22910,"ERX1972157","CC1"
1,22911,"ERX1972250","CC1"
1,22919,"ERX1972107","CC1"
1,23093,"SRX1051510","CC1"
1,23099,"SRX1051333","CC1"
1,23101,"SRX1051338","CC1"
1,23103,"SRX1056058","CC1"
1,23170,"ERX086971","CC1"
1,23171,"ERX086998","CC1"
1,23291,"ERX2085798","CC1"
1,23292,"ERX2085817","CC1"
1,23311,"ERX2085747","CC1"
1,23337,"ERX2085683","CC1"
1,23361,"ERX2085810","CC1"
1,23364,"ERX2085718","CC1"
1,23379,"ERX2085789","CC1"
1,23407,"ERX2085637","CC1"
1,23439,"ERX2085825","CC1"
1,23440,"ERX2085608","CC1"
1,23458,"ERX2085684","CC1"
1,23460,"ERX2085621","CC1"
1,23485,"ERX2085790","CC1"
1,23507,"ERX2085760","CC1"
1,23514,"ERX2085767","CC1"
1,23515,"ERX2085788","CC1"
1,23520,"ERX2085752","CC1"
1,23552,"ERX088547","CC1"
1,23614,"ERX088502","CC1"
1,23663,"ERX385064","CC1"
1,23664,"ERX385059","CC1"
1,23673,"ERX385439","CC1"
1,23683,"ERX385437","CC1"
1,23687,"ERX385019","CC1"
1,23698,"ERX385054","CC1"
1,23716,"ERX385426","CC1"
1,23839,"ERX1711307","CC1"
1,23840,"ERX1711405","CC1"
1,23857,"ERX1711247","CC1"
1,23868,"ERX1711267","CC1"
1,23880,"ERX1711461","CC1"
1,23883,"ERX1711299","CC1"
1,23892,"ERX1711419","CC1"
1,23893,"ERX1711429","CC1"
1,23897,"ERX1711436","CC1"
1,23935,"ERX1033673","CC1"
1,24046,"SRX1885576","CC1"
1,24051,"SRX1886843","CC1"
1,24096,"SRX1885086","CC1"
1,24098,"SRX1887489","CC1"
1,24133,"SRX1887835","CC1"
1,24134,"SRX1885114","CC1"
1,24272,"SRX1887711","CC1"
1,24293,"SRX1887486","CC1"
1,24334,"SRX1885670","CC1"
1,24347,"SRX1885278","CC1"
1,24479,"SRX1884933","CC1"
1,24495,"SRX1887677","CC1"
1,24541,"SRX1884876","CC1"
1,24580,"SRX1886618","CC1"
1,24624,"SRX1885497","CC1"
1,24649,"SRX1885643","CC1"
1,24711,"SRX1885025","CC1"
1,24725,"SRX1887455","CC1"
1,24727,"SRX1884741","CC1"
1,24739,"SRX1886600","CC1"
1,24743,"SRX1886617","CC1"
1,24778,"SRX1884935","CC1"
1,24781,"SRX1885311","CC1"
1,24813,"SRX1885717","CC1"
1,24875,"SRX1887593","CC1"
1,24887,"SRX1887413","CC1"
1,24911,"SRX1885663","CC1"
1,24924,"SRX1887620","CC1"
1,24932,"SRX1885027","CC1"
1,24963,"SRX1885464","CC1"
1,24970,"SRX1886973","CC1"
1,24988,"SRX1887361","CC1"
1,25008,"SRX1886961","CC1"
1,25071,"SRX1887821","CC1"
1,25089,"SRX1884990","CC1"
1,25100,"SRX1886796","CC1"
1,25204,"SRX1887641","CC1"
1,25262,"SRX1885130","CC1"
1,25299,"SRX1885722","CC1"
1,25353,"SRX1885586","CC1"
1,25365,"SRX1886728","CC1"
1,25499,"SRX1884745","CC1"
1,25508,"SRX1885742","CC1"
1,25576,"SRX1885600","CC1"
1,25643,"SRX1887638","CC1"
1,25718,"SRX1885658","CC1"
1,25722,"SRX1886894","CC1"
1,25724,"SRX1884762","CC1"
1,25760,"SRX1885029","CC1"
1,25766,"SRX1887022","CC1"
1,25778,"SRX1885060","CC1"
1,25780,"SRX1887091","CC1"
1,25837,"SRX1887614","CC1"
1,25839,"SRX1886785","CC1"
1,25853,"SRX1885219","CC1"
1,25875,"SRX1885540","CC1"
1,25902,"SRX1885023","CC1"
1,25914,"SRX1887666","CC1"
1,25939,"SRX1885519","CC1"
1,25965,"SRX1886917","CC1"
1,25980,"SRX1886935","CC1"
1,26496,"ERX659026","CC1"
1,26546,"ERX659059","CC1"
1,26565,"ERX659635","CC1"
1,26571,"ERX659632","CC1"
1,26624,"ERX659022","CC1"
1,26632,"ERX659127","CC1"
1,26641,"ERX659261","CC1"
1,26654,"SRX195282","CC1"
1,26672,"ERX514131","CC1"
1,27020,"ERX080833","CC1"
1,27027,"ERX080834","CC1"
1,27028,"ERX470706","CC1"
1,27039,"ERX376468","CC1"
1,27040,"ERX376426","CC1"
1,27137,"ERX1852729","CC1"
1,27143,"ERX1853014","CC1"
1,27150,"ERX1853068","CC1"
1,27166,"ERX1852753","CC1"
1,27174,"ERX1852888","CC1"
1,27184,"ERX1853032","CC1"
1,27185,"ERX1852848","CC1"
1,27191,"ERX1852740","CC1"
1,27222,"ERX1852720","CC1"
1,27225,"ERX1852903","CC1"
1,27230,"ERX1852769","CC1"
1,27232,"ERX1852946","CC1"
1,27252,"ERX1853096","CC1"
1,27255,"ERX1853084","CC1"
1,27268,"ERX1852791","CC1"
1,27295,"ERX1853066","CC1"
1,27323,"ERX1852742","CC1"
1,27324,"ERX1859261","CC1"
1,27335,"ERX1852897","CC1"
1,27340,"ERX1852988","CC1"
1,27342,"ERX1852651","CC1"
1,27345,"ERX1852940","CC1"
1,27346,"ERX1852662","CC1"
1,27381,"ERX1853072","CC1"
1,27386,"ERX1852978","CC1"
1,27414,"ERX1853036","CC1"
1,27417,"ERX1852804","CC1"
1,27426,"ERX1852675","CC1"
1,27448,"ERX1852985","CC1"
1,27460,"ERX1852823","CC1"
1,27477,"ERX1852872","CC1"
1,27486,"ERX1852981","CC1"
1,27490,"ERX1852755","CC1"
1,27492,"ERX1852977","CC1"
1,27529,"ERX1853098","CC1"
1,27553,"ERX1852745","CC1"
1,27596,"ERX1852986","CC1"
1,27597,"ERX1852721","CC1"
1,27620,"ERX1852695","CC1"
1,27637,"ERX1852953","CC1"
1,27701,"ERX456056","CC1"
1,27708,"ERX456066","CC1"
1,27723,"ERX456037","CC1"
1,27819,"ERX652753","CC1"
1,27825,"ERX652728","CC1"
1,27835,"ERX652750","CC1"
1,27850,"ERX652743","CC1"
1,27871,"ERX652762","CC1"
1,27878,"ERX652641","CC1"
1,27880,"ERX652664","CC1"
1,27882,"ERX652772","CC1"
1,27890,"ERX652703","CC1"
1,27924,"ERX092343","CC1"
1,27936,"ERX092298","CC1"
1,28159,"ERX062304","CC1"
1,28164,"ERX062298","CC1"
1,28176,"ERX062278","CC1"
1,28217,"ERX062436","CC1"
1,28235,"ERX062277","CC1"
1,28283,"ERX062377","CC1"
1,28284,"ERX062281","CC1"
1,28601,"ERX134640","CC1"
1,28806,"ERX594394","CC1"
1,28807,"ERX594405","CC1"
1,28874,"SRX1422901","CC1"
1,28877,"SRX1422886","CC1"
1,29019,"ERX505212","CC1"
1,29043,"ERX505172","CC1"
1,29047,"ERX505978","CC1"
1,29061,"ERX505191","CC1"
1,29145,"ERX505915","CC1"
1,29299,"ERX717777","CC1"
1,29341,"ERX717950","CC1"
1,29426,"ERX717877","CC1"
1,29689,"SRX2219353","CC1"
1,29712,"SRX2219352","CC1"
1,30272,"ERX221190","CC1"
1,30304,"ERX686647","CC1"
1,30369,"ERX686680","CC1"
1,30408,"ERX686630","CC1"
1,30419,"ERX686874","CC1"
1,30439,"ERX686622","CC1"
1,30507,"ERX807534","CC1"
1,30531,"ERX807522","CC1"
1,30689,"ERX513769","CC1"
1,30698,"ERX513161","CC1"
1,30751,"ERX513773","CC1"
1,30893,"ERX1405542","CC1"
1,30897,"ERX1405543","CC1"
1,31061,"ERX956455","CC1"
1,31113,"ERX956811","CC1"
1,31167,"ERX956776","CC1"
1,31176,"ERX956397","CC1"
1,31263,"ERX2169728","CC1"
1,31265,"ERX2169754","CC1"
1,31287,"ERX2169750","CC1"
1,31344,"ERX2169729","CC1"
1,31354,"ERX674995","CC1"
1,31356,"ERX674898","CC1"
1,31405,"ERX646272","CC1"
1,31427,"ERX646223","CC1"
1,31439,"ERX646458","CC1"
1,31465,"ERX646364","CC1"
1,31501,"ERX646382","CC1"
1,31566,"ERX646200","CC1"
1,31569,"ERX646213","CC1"
1,31571,"ERX646278","CC1"
1,31573,"ERX646393","CC1"
1,31577,"ERX646390","CC1"
1,31592,"ERX646427","CC1"
1,31698,"ERX490397","CC1"
1,31700,"ERX490387","CC1"
1,31723,"ERX490373","CC1"
1,31733,"ERX490394","CC1"
1,31767,"ERX186597","CC1"
1,31833,"ERX950135","CC1"
1,31933,"ERX1583778","CC1"
1,31949,"ERX1583749","CC1"
1,31958,"ERX1583759","CC1"
1,32123,"ERX2131413","CC1"
1,32181,"ERX2131446","CC1"
1,32186,"ERX2131421","CC1"
1,32246,"ERX2131412","CC1"
1,32329,"ERX2131671","CC1"
1,32359,"ERX2131559","CC1"
1,32588,"ERX087105","CC1"
1,32590,"ERX087089","CC1"
1,32705,"SRX076629","CC1"
1,32722,"SRX076792","CC1"
1,32848,"ERX1820831","CC1"
1,32849,"ERX1820883","CC1"
1,32853,"ERX1820779","CC1"
1,32858,"ERX1820834","CC1"
1,32862,"ERX1820835","CC1"
1,32865,"ERX1820790","CC1"
1,32866,"ERX1820866","CC1"
1,32870,"ERX1820884","CC1"
1,32875,"ERX1820833","CC1"
1,32884,"ERX1820870","CC1"
1,32889,"ERX1820832","CC1"
1,32891,"ERX1820816","CC1"
1,32899,"ERX1820829","CC1"
1,32909,"ERX1820862","CC1"
1,32919,"ERX1820839","CC1"
1,32924,"ERX1820817","CC1"
1,32926,"ERX1820770","CC1"
1,32927,"ERX1820890","CC1"
1,32937,"ERX1820815","CC1"
1,32938,"ERX1820838","CC1"
1,32939,"ERX1820819","CC1"
1,32941,"ERX1820863","CC1"
1,32943,"ERX1820861","CC1"
1,32944,"ERX1820888","CC1"
1,32946,"ERX1820840","CC1"
1,32951,"ERX1820791","CC1"
1,32953,"ERX1820772","CC1"
1,32957,"ERX1820889","CC1"
1,32961,"ERX1820771","CC1"
1,32973,"ERX1820778","CC1"
1,32978,"ERX1820780","CC1"
1,32979,"ERX1820830","CC1"
1,33105,"SRX658908","CC1"
1,33118,"SRX658910","CC1"
1,33504,"ERX681172","CC1"
1,33505,"ERX681022","CC1"
1,33509,"ERX681069","CC1"
1,33514,"ERX681257","CC1"
1,33515,"ERX681210","CC1"
1,33544,"ERX681303","CC1"
1,33570,"ERX1273538","CC1"
1,33680,"SRX282511","CC1"
1,33749,"SRX2557070","CC1"
1,33790,"SRX2557051","CC1"
1,33826,"SRX2557029","CC1"
1,33843,"SRX2557001","CC1"
1,33850,"SRX2557111","CC1"
1,33852,"SRX2557066","CC1"
1,33878,"SRX2557015","CC1"
1,33919,"SRX2556990","CC1"
1,33943,"SRX2557031","CC1"
1,33999,"SRX2557013","CC1"
1,34010,"SRX2557112","CC1"
1,34117,"SRX2557053","CC1"
1,34141,"SRX2557137","CC1"
1,34167,"ERX384896","CC1"
1,34168,"ERX384791","CC1"
1,34174,"ERX384822","CC1"
1,34307,"ERX384843","CC1"
1,34310,"ERX384961","CC1"
1,34344,"ERX384874","CC1"
1,34368,"ERX384750","CC1"
1,34390,"ERX384776","CC1"
1,34472,"ERX384820","CC1"
1,34492,"ERX384799","CC1"
1,34768,"ERX523249","CC1"
1,34871,"ERX1269205","CC1"
1,35022,"ERX2004475","CC1"
1,35152,"ERX2003512","CC1"
1,35281,"ERX2003793","CC1"
1,35304,"ERX2003544","CC1"
1,35307,"ERX2003503","CC1"
1,35481,"ERX2003690","CC1"
1,35484,"ERX2004356","CC1"
1,35548,"ERX2003828","CC1"
1,35709,"ERX2003685","CC1"
1,35809,"ERX2003915","CC1"
1,35875,"ERX2011826","CC1"
1,35940,"ERX2011737","CC1"
1,35977,"ERX2011673","CC1"
1,36047,"ERX2011963","CC1"
1,36066,"ERX2011849","CC1"
1,36120,"ERX2011982","CC1"
1,36217,"ERX2012068","CC1"
1,36297,"ERX2012115","CC1"
1,36363,"ERX2012056","CC1"
1,36453,"ERX2011877","CC1"
1,36491,"ERX2011562","CC1"
1,36670,"ERX680656","CC1"
1,36675,"ERX680874","CC1"
1,36685,"ERX680904","CC1"
1,36690,"ERX680866","CC1"
1,36697,"ERX680948","CC1"
1,36699,"ERX680685","CC1"
1,36717,"ERX680942","CC1"
1,36728,"ERX680635","CC1"
1,36757,"ERX680670","CC1"
1,36790,"SRX1116132","CC1"
1,36805,"SRX1116088","CC1"
1,36812,"SRX1116133","CC1"
1,36851,"ERX1120315","CC1"
1,36853,"ERX1120503","CC1"
1,36891,"ERX1120208","CC1"
1,36905,"ERX1120261","CC1"
1,36918,"ERX1120448","CC1"
1,36998,"ERX1120477","CC1"
1,37026,"ERX1120505","CC1"
1,37054,"ERX1120414","CC1"
1,37057,"ERX1120289","CC1"
1,37062,"ERX1120355","CC1"
1,37090,"ERX1120377","CC1"
1,37109,"ERX1120224","CC1"
1,37112,"ERX1120588","CC1"
1,37123,"ERX1120272","CC1"
1,37133,"ERX1120343","CC1"
1,37135,"ERX1120491","CC1"
1,37177,"ERX1120356","CC1"
1,37191,"ERX1120493","CC1"
1,37215,"ERX1120349","CC1"
1,37503,"ERX1657216","CC1"
1,37743,"ERX1086850","CC1"
1,37778,"ERX1086705","CC1"
1,37779,"ERX1086724","CC1"
1,37814,"ERX1086752","CC1"
1,37827,"ERX1086716","CC1"
1,37880,"ERX770161","CC1"
1,37906,"SRX981006","CC1"
1,37910,"SRX981405","CC1"
1,37948,"SRX981403","CC1"
1,38272,"ERX1628333","CC1"
1,38339,"SRX3230805","CC1"
1,38345,"SRX3230800","CC1"
1,38349,"SRX3230799","CC1"
1,38405,"SRX3230807","CC1"
1,38409,"SRX3281987","CC1"
1,38451,"SRX3282380","CC1"
1,38490,"SRX3281984","CC1"
1,38504,"SRX3282377","CC1"
1,38830,"ERX1952256","CC1"
1,39103,"ERX2073779","CC1"
1,39109,"ERX2073750","CC1"
1,39112,"ERX2073772","CC1"
1,39113,"ERX2073714","CC1"
1,39124,"ERX2073729","CC1"
1,39127,"ERX2073752","CC1"
1,39152,"ERX2073599","CC1"
1,39184,"ERX2073645","CC1"
1,39187,"ERX2073646","CC1"
1,39210,"ERX2073760","CC1"
1,39226,"ERX207151","CC1"
1,39259,"ERX2073709","CC1"
1,39266,"ERX2073787","CC1"
1,39267,"ERX2073680","CC1"
1,39289,"ERX2073751","CC1"
1,39300,"ERX207150","CC1"
1,39302,"ERX2073570","CC1"
1,39317,"ERX207090","CC1"
1,39325,"ERX2073583","CC1"
1,39366,"ERX2073722","CC1"
1,39669,"SRX3073675","CC1"
1,39889,"SRX762058","CC1"
1,39974,"ERX949968","CC1"
1,40015,"ERX694878","CC1"
1,40033,"ERX694953","CC1"
1,40035,"ERX694907","CC1"
1,40047,"ERX694935","CC1"
1,40066,"ERX658774","CC1"
1,40116,"ERX658785","CC1"
1,40134,"ERX658827","CC1"
1,40139,"ERX658663","CC1"
1,40165,"ERX658667","CC1"
1,40240,"ERX658769","CC1"
1,40705,"ERX110369","CC1"
1,40777,"ERX1793944","CC1"
1,40851,"ERX411972","CC1"
1,40897,"ERX1285978","CC1"
1,41193,"ERX675053","CC1"
1,41201,"ERX675030","CC1"
1,41207,"ERX675034","CC1"
1,41219,"ERX675001","CC1"
1,41234,"ERX675049","CC1"
1,41237,"ERX675023","CC1"
1,41307,"ERX910779","CC1"
1,41461,"ERX015888","CC1"
1,41900,"ERX1662731","CC1"
1,41914,"ERX1662776","CC1"
